1	1	1		160.333	151.023	0.138457	0.00176924
1	1	2		169.858	151.322	0.1613	0.00204374
1	1	3		151.645	149.573	0.122325	0.00160065
1	2	1		175.874	154.241	0.16295	0.00202759
1	2	2		168.275	152.212	0.210814	0.00241609
1	2	3		172.189	152.028	0.208968	0.0025324
1	3	1		158.869	152.996	0.19167	0.00236565
1	3	2		171.565	151.884	0.170283	0.00210285
1	3	3		162.288	150.809	0.178284	0.00219538
1	4	1		169.484	152.933	0.182456	0.0022038
1	4	2		169.347	153.22	0.193985	0.00237626
1	4	3		168.97	152.982	0.187721	0.00240276
1	5	1		175.419	152.468	0.224215	0.002803
1	5	2		164.864	151.781	0.139923	0.00172385
1	5	3		155.892	151.376	0.169188	0.00222961
1	6	1		186.288	162.42	0.1372	0.0016526
1	6	2		195.42	163.044	0.16356	0.001964
1	6	3		185.156	163.723	0.157306	0.00185601
2	1	1		162.341	151.02	0.164259	0.00204006
2	1	2		166.887	150.424	0.19035	0.00254762
2	1	3		180.976	149.573	0.17397	0.00215688
2	1	4		159.108	154.485	0.190613	0.00236837
2	1	5		168.572	152.247	0.18379	0.00224505
2	1	6		166.26	152.649	0.145925	0.00185681
2	1	7		172.281	152.69	0.172068	0.00212476
2	2	1		176.729	152.376	0.191497	0.00226488
2	2	2		178.228	152.076	0.221827	0.00279193
2	2	3		163.175	151.657	0.236634	0.0028801
2	2	4		170.992	155.495	0.160341	0.00202353
2	2	5		163.069	154.465	0.172911	0.00207665
2	2	6		171.428	153.539	0.196897	0.00233384
2	2	7		160.872	153.496	0.185275	0.0022568
2	3	1		188.3	149.876	0.196377	0.00248289
2	3	2		188.943	150.688	0.189717	0.00253747
2	3	3		180.946	150.563	0.201117	0.0026105
2	3	4		165.239	155.274	0.19723	0.00246892
2	3	5		165.574	153.414	0.175432	0.00216548
2	3	6		175.032	152.624	0.200648	0.002463
2	3	7		162.298	152.451	0.177078	0.00241692
2	4	1		166.351	152.29	0.269284	0.00311946
2	4	2		167.017	152.996	0.182123	0.00219873
2	4	3		174.575	151.533	0.181982	0.00222199
2	4	4		156.373	155.67	0.17318	0.00214611
2	4	5		165.314	154.06	0.157326	0.00198618
2	4	6		177.031	154.106	0.192633	0.00238087
2	4	7		175.826	154.037	0.176928	0.00209758
2	5	1		186.83	151.603	0.177955	0.00215369
2	5	2		183.012	150.529	0.211462	0.00274303
2	5	3		173.03	151.948	0.194211	0.00232936
2	5	4		194.955	153.803	0.213797	0.00237575
2	5	5		184.293	152.184	0.160438	0.00209523
2	5	6		193.923	151.523	0.2027	0.0025519
2	5	7		186.004	149.132	0.167816	0.00213602
2	6	1		184.303	163.338	0.190942	0.00231348
2	6	2		192.313	164.144	0.170217	0.0021782
2	6	3		194.284	164.391	0.158373	0.00187035
2	6	4		185.941	165.346	0.160996	0.00189502
2	6	5		203.128	165.141	0.175615	0.00195376
2	6	6		178.357	162.648	0.139466	0.00184308
2	6	7		190.517	165.417	0.153338	0.00186263
3	1	1		182.253	166.16	0.159802	0.00185749
3	1	2		163.773	163.883	0.15389	0.00193114
3	1	3		168.55	163.349	0.149786	0.0018991
3	1	4		164.049	163.823	0.136538	0.0017964
3	1	5		139.396	154.634	0.12855	0.00166483
3	1	6		175.379	166.306	0.117403	0.00149461
3	2	1		144.651	156.92	0.131161	0.00170804
3	2	2		168.147	164.001	0.15	0.00187398
3	2	3		135.043	157.622	0.127581	0.0016239
3	2	4		135.166	156.404	0.125837	0.00163826
3	2	5		159.886	161.527	0.13698	0.00170218
3	2	6		165.235	163.815	0.151038	0.00185368
3	3	1		163.805	162.339	0.146793	0.00183371
3	3	2		161.078	161.472	0.135501	0.00179799
3	3	3		162.01	161.745	0.139846	0.00174207
3	3	4		159.746	160.276	0.162597	0.00201073
3	3	5		140.401	155.131	0.126239	0.00156584
3	3	6		374.475	160.406	0.314728	0.00323172
3	4	1		129.825	158.061	0.131078	0.00167033
3	4	2		159.869	159.4	0.155759	0.00193662
3	4	3		139.825	158.943	0.148419	0.00188782
3	4	4		137.874	158.193	0.133236	0.00170684
3	4	5		136.705	153.657	0.126534	0.00150603
3	4	6		131.359	156.607	0.13787	0.00173206
3	5	1		166.788	143.662	0.117546	0.00145029
3	5	2		178.376	142.686	0.13218	0.0015691
3	5	3		168.669	144.92	0.123011	0.00152509
3	5	4		167.618	145.339	0.125331	0.0015473
3	5	5		170.441	143.31	0.154507	0.00184451
